date,crop,market,price
2021-12-01,tapioca,Chennai,1529
2021-12-01,tapioca,Ludhiana,1529
2021-12-01,turmeric,Delhi,6300
2021-12-01,turmeric,Kochi,6174
2021-12-01,turmeric,Chennai,6615
2021-12-01,turmeric,Ludhiana,6174
2022-01-01,wheat,Delhi,2205
2022-01-01,wheat,Kochi,2161
2022-01-01,wheat,Chennai,2161
2022-01-01,wheat,Ludhiana,2161
2022-01-01,rice,Delhi,2866
2022-01-01,rice,Kochi,2809
2022-01-01,rice,Chennai,2809
2022-01-01,rice,Ludhiana,2809
2022-01-01,maize,Delhi,1573
2022-01-01,maize,Kochi,1542
2022-01-01,maize,Chennai,1542
2022-01-01,maize,Ludhiana,1542
2022-01-01,gram,Delhi,4351
2022-01-01,gram,Kochi,4264
2022-01-01,gram,Chennai,4264
2022-01-01,gram,Ludhiana,4264
2022-01-01,cotton,Delhi,6180
2022-01-01,cotton,Kochi,6056
2022-01-01,cotton,Chennai,6056
2022-01-01,cotton,Ludhiana,6056
2022-01-01,soybean,Delhi,3664
2022-01-01,soybean,Kochi,3590
2022-01-01,soybean,Chennai,3590
2022-01-01,soybean,Ludhiana,3590
2022-01-01,groundnut,Delhi,4410
2022-01-01,groundnut,Kochi,4322
2022-01-01,groundnut,Chennai,4322
2022-01-01,groundnut,Ludhiana,4322
2022-01-01,mustard,Delhi,3786
2022-01-01,mustard,Kochi,3710
2022-01-01,mustard,Chennai,3710
2022-01-01,mustard,Ludhiana,3710
2022-01-01,coconut,Delhi,2584
2022-01-01,coconut,Kochi,2843
2022-01-01,coconut,Chennai,2533
2022-01-01,coconut,Ludhiana,2533
2022-01-01,rubber,Delhi,15435
2022-01-01,rubber,Kochi,16978
2022-01-01,rubber,Chennai,15126
2022-01-01,rubber,Ludhiana,15126
2022-01-01,pepper,Delhi,54955
2022-01-01,pepper,Kochi,60451
2022-01-01,pepper,Chennai,53856
2022-01-01,pepper,Ludhiana,53856
2022-01-01,cardamom,Delhi,99144
2022-01-01,cardamom,Kochi,109058
2022-01-01,cardamom,Chennai,97161
2022-01-01,cardamom,Ludhiana,97161
2022-01-01,banana,Delhi,2205
2022-01-01,banana,Kochi,2161
2022-01-01,banana,Chennai,2161
2022-01-01,banana,Ludhiana,2161
2022-01-01,tapioca,Delhi,1622
2022-01-01,tapioca,Kochi,1590
2022-01-01,tapioca,Chennai,1590
2022-01-01,tapioca,Ludhiana,1590
2022-01-01,turmeric,Delhi,6615
2022-01-01,turmeric,Kochi,6483
2022-01-01,turmeric,Chennai,6946
2022-01-01,turmeric,Ludhiana,6483
2022-02-01,wheat,Delhi,2205
2022-02-01,wheat,Kochi,2161
2022-02-01,wheat,Chennai,2161
2022-02-01,wheat,Ludhiana,2161
2022-02-01,rice,Delhi,2866
2022-02-01,rice,Kochi,2809
2022-02-01,rice,Chennai,2809
2022-02-01,rice,Ludhiana,2809
2022-02-01,maize,Delhi,1573
2022-02-01,maize,Kochi,1542
2022-02-01,maize,Chennai,1542
2022-02-01,maize,Ludhiana,1542
2022-02-01,gram,Delhi,4351
2022-02-01,gram,Kochi,4264
2022-02-01,gram,Chennai,4264
2022-02-01,gram,Ludhiana,4264
2022-02-01,cotton,Delhi,6180
2022-02-01,cotton,Kochi,6056
2022-02-01,cotton,Chennai,6056
2022-02-01,cotton,Ludhiana,6056
2022-02-01,soybean,Delhi,3664
2022-02-01,soybean,Kochi,3590
2022-02-01,soybean,Chennai,3590
2022-02-01,soybean,Ludhiana,3590
2022-02-01,groundnut,Delhi,4410
2022-02-01,groundnut,Kochi,4322
2022-02-01,groundnut,Chennai,4322
2022-02-01,groundnut,Ludhiana,4322
2022-02-01,mustard,Delhi,3786
2022-02-01,mustard,Kochi,3710
2022-02-01,mustard,Chennai,3710
2022-02-01,mustard,Ludhiana,3710
2022-02-01,coconut,Delhi,2584
2022-02-01,coconut,Kochi,2843
2022-02-01,coconut,Chennai,2533
2022-02-01,coconut,Ludhiana,2533
2022-02-01,rubber,Delhi,15435
2022-02-01,rubber,Kochi,16978
2022-02-01,rubber,Chennai,15126
2022-02-01,rubber,Ludhiana,15126
2022-02-01,pepper,Delhi,54955
2022-02-01,pepper,Kochi,60451
2022-02-01,pepper,Chennai,53856
2022-02-01,pepper,Ludhiana,53856
2022-02-01,cardamom,Delhi,99144
2022-02-01,cardamom,Kochi,109058
2022-02-01,cardamom,Chennai,97161
2022-02-01,cardamom,Ludhiana,97161
2022-02-01,banana,Delhi,2205
2022-02-01,banana,Kochi,2161
2022-02-01,banana,Chennai,2161
2022-02-01,banana,Ludhiana,2161
2022-02-01,tapioca,Delhi,1622
2022-02-01,tapioca,Kochi,1590
2022-02-01,tapioca,Chennai,1590
2022-02-01,tapioca,Ludhiana,1590
2022-02-01,turmeric,Delhi,6615
2022-02-01,turmeric,Kochi,6483
2022-02-01,turmeric,Chennai,6946
2022-02-01,turmeric,Ludhiana,6483
2022-03-01,wheat,Delhi,2205
2022-03-01,wheat,Kochi,2161
2022-03-01,wheat,Chennai,2161
2022-03-01,wheat,Ludhiana,2161
2022-03-01,rice,Delhi,2866
2022-03-01,rice,Kochi,2809
2022-03-01,rice,Chennai,2809
2022-03-01,rice,Ludhiana,2809
2022-03-01,maize,Delhi,1573
2022-03-01,maize,Kochi,1542
2022-03-01,maize,Chennai,1542
2022-03-01,maize,Ludhiana,1542
2022-03-01,gram,Delhi,4351
2022-03-01,gram,Kochi,4264
2022-03-01,gram,Chennai,4264
2022-03-01,gram,Ludhiana,4264
2022-03-01,cotton,Delhi,6180
2022-03-01,cotton,Kochi,6056
2022-03-01,cotton,Chennai,6056
2022-03-01,cotton,Ludhiana,6056
2022-03-01,soybean,Delhi,3664
2022-03-01,soybean,Kochi,3590
2022-03-01,soybean,Chennai,3590
2022-03-01,soybean,Ludhiana,3590
2022-03-01,groundnut,Delhi,4410
2022-03-01,groundnut,Kochi,4322
2022-03-01,groundnut,Chennai,4322
2022-03-01,groundnut,Ludhiana,4322
2022-03-01,mustard,Delhi,3786
2022-03-01,mustard,Kochi,3710
2022-03-01,mustard,Chennai,3710
2022-03-01,mustard,Ludhiana,3710
2022-03-01,coconut,Delhi,2584
2022-03-01,coconut,Kochi,2843
2022-03-01,coconut,Chennai,2533
2022-03-01,coconut,Ludhiana,2533
2022-03-01,rubber,Delhi,15435
2022-03-01,rubber,Kochi,16978
2022-03-01,rubber,Chennai,15126
2022-03-01,rubber,Ludhiana,15126
2022-03-01,pepper,Delhi,54955
2022-03-01,pepper,Kochi,60451
2022-03-01,pepper,Chennai,53856
2022-03-01,pepper,Ludhiana,53856
2022-03-01,cardamom,Delhi,99144
2022-03-01,cardamom,Kochi,109058
2022-03-01,cardamom,Chennai,97161
2022-03-01,cardamom,Ludhiana,97161
2022-03-01,banana,Delhi,2205
2022-03-01,banana,Kochi,2161
2022-03-01,banana,Chennai,2161
2022-03-01,banana,Ludhiana,2161
2022-03-01,tapioca,Delhi,1622
2022-03-01,tapioca,Kochi,1590
2022-03-01,tapioca,Chennai,1590
2022-03-01,tapioca,Ludhiana,1590
2022-03-01,turmeric,Delhi,6615
2022-03-01,turmeric,Kochi,6483
2022-03-01,turmeric,Chennai,6946
2022-03-01,turmeric,Ludhiana,6483
2022-04-01,wheat,Delhi,2205
2022-04-01,wheat,Kochi,2161
2022-04-01,wheat,Chennai,2161
2022-04-01,wheat,Ludhiana,2161
2022-04-01,rice,Delhi,2866
2022-04-01,rice,Kochi,2809
2022-04-01,rice,Chennai,2809
2022-04-01,rice,Ludhiana,2809
2022-04-01,maize,Delhi,1573
2022-04-01,maize,Kochi,1542
2022-04-01,maize,Chennai,1542
2022-04-01,maize,Ludhiana,1542
2022-04-01,gram,Delhi,4351
2022-04-01,gram,Kochi,4264
2022-04-01,gram,Chennai,4264
2022-04-01,gram,Ludhiana,4264
2022-04-01,cotton,Delhi,6180
2022-04-01,cotton,Kochi,6056
2022-04-01,cotton,Chennai,6056
2022-04-01,cotton,Ludhiana,6056
2022-04-01,soybean,Delhi,3664
2022-04-01,soybean,Kochi,3590
2022-04-01,soybean,Chennai,3590
2022-04-01,soybean,Ludhiana,3590
2022-04-01,groundnut,Delhi,4410
2022-04-01,groundnut,Kochi,4322
2022-04-01,groundnut,Chennai,4322
2022-04-01,groundnut,Ludhiana,4322
2022-04-01,mustard,Delhi,3786
2022-04-01,mustard,Kochi,3710
2022-04-01,mustard,Chennai,3710
2022-04-01,mustard,Ludhiana,3710
2022-04-01,coconut,Delhi,2584
2022-04-01,coconut,Kochi,2843
2022-04-01,coconut,Chennai,2533
2022-04-01,coconut,Ludhiana,2533
2022-04-01,rubber,Delhi,15435
2022-04-01,rubber,Kochi,16978
2022-04-01,rubber,Chennai,15126
2022-04-01,rubber,Ludhiana,15126
2022-04-01,pepper,Delhi,54955
2022-04-01,pepper,Kochi,60451
2022-04-01,pepper,Chennai,53856
2022-04-01,pepper,Ludhiana,53856
2022-04-01,cardamom,Delhi,99144
2022-04-01,cardamom,Kochi,109058
2022-04-01,cardamom,Chennai,97161
2022-04-01,cardamom,Ludhiana,97161
2022-04-01,banana,Delhi,2205
2022-04-01,banana,Kochi,2161
2022-04-01,banana,Chennai,2161
2022-04-01,banana,Ludhiana,2161
2022-04-01,tapioca,Delhi,1622
2022-04-01,tapioca,Kochi,1590
2022-04-01,tapioca,Chennai,1590
2022-04-01,tapioca,Ludhiana,1590
2022-04-01,turmeric,Delhi,6615
2022-04-01,turmeric,Kochi,6483
2022-04-01,turmeric,Chennai,6946
2022-04-01,turmeric,Ludhiana,6483
2022-05-01,wheat,Delhi,2205
2022-05-01,wheat,Kochi,2161
2022-05-01,wheat,Chennai,2161
2022-05-01,wheat,Ludhiana,2161
2022-05-01,rice,Delhi,2866
2022-05-01,rice,Kochi,2809
2022-05-01,rice,Chennai,2809
2022-05-01,rice,Ludhiana,2809
2022-05-01,maize,Delhi,1573
2022-05-01,maize,Kochi,1542
2022-05-01,maize,Chennai,1542
2022-05-01,maize,Ludhiana,1542
2022-05-01,gram,Delhi,4351
2022-05-01,gram,Kochi,4264
2022-05-01,gram,Chennai,4264
2022-05-01,gram,Ludhiana,4264
2022-05-01,cotton,Delhi,6180
2022-05-01,cotton,Kochi,6056
2022-05-01,cotton,Chennai,6056
2022-05-01,cotton,Ludhiana,6056
2022-05-01,soybean,Delhi,3664
2022-05-01,soybean,Kochi,3590
2022-05-01,soybean,Chennai,3590
2022-05-01,soybean,Ludhiana,3590
2022-05-01,groundnut,Delhi,4410
2022-05-01,groundnut,Kochi,4322
2022-05-01,groundnut,Chennai,4322
2022-05-01,groundnut,Ludhiana,4322
2022-05-01,mustard,Delhi,3786
2022-05-01,mustard,Kochi,3710
2022-05-01,mustard,Chennai,3710
2022-05-01,mustard,Ludhiana,3710
2022-05-01,coconut,Delhi,2584
2022-05-01,coconut,Kochi,2843
2022-05-01,coconut,Chennai,2533
2022-05-01,coconut,Ludhiana,2533
2022-05-01,rubber,Delhi,15435
2022-05-01,rubber,Kochi,16978
2022-05-01,rubber,Chennai,15126
2022-05-01,rubber,Ludhiana,15126
2022-05-01,pepper,Delhi,54955
2022-05-01,pepper,Kochi,60451
2022-05-01,pepper,Chennai,53856
2022-05-01,pepper,Ludhiana,53856
2022-05-01,cardamom,Delhi,99144
2022-05-01,cardamom,Kochi,109058
2022-05-01,cardamom,Chennai,97161
2022-05-01,cardamom,Ludhiana,97161
2022-05-01,banana,Delhi,2205
2022-05-01,banana,Kochi,2161
2022-05-01,banana,Chennai,2161
2022-05-01,banana,Ludhiana,2161
2022-05-01,tapioca,Delhi,1622
2022-05-01,tapioca,Kochi,1590
2022-05-01,tapioca,Chennai,1590
2022-05-01,tapioca,Ludhiana,1590
2022-05-01,turmeric,Delhi,6615
2022-05-01,turmeric,Kochi,6483
2022-05-01,turmeric,Chennai,6946
2022-05-01,turmeric,Ludhiana,6483
2022-06-01,wheat,Delhi,2205
2022-06-01,wheat,Kochi,2161
2022-06-01,wheat,Chennai,2161
2022-06-01,wheat,Ludhiana,2161
2022-06-01,rice,Delhi,2866
2022-06-01,rice,Kochi,2809
2022-06-01,rice,Chennai,2809
2022-06-01,rice,Ludhiana,2809
2022-06-01,maize,Delhi,1573
2022-06-01,maize,Kochi,1542
2022-06-01,maize,Chennai,1542
2022-06-01,maize,Ludhiana,1542
2022-06-01,gram,Delhi,4351
2022-06-01,gram,Kochi,4264
2022-06-01,gram,Chennai,4264
2022-06-01,gram,Ludhiana,4264
2022-06-01,cotton,Delhi,6180
2022-06-01,cotton,Kochi,6056
2022-06-01,cotton,Chennai,6056
2022-06-01,cotton,Ludhiana,6056
2022-06-01,soybean,Delhi,3664
2022-06-01,soybean,Kochi,3590
2022-06-01,soybean,Chennai,3590
2022-06-01,soybean,Ludhiana,3590
2022-06-01,groundnut,Delhi,4410
2022-06-01,groundnut,Kochi,4322
2022-06-01,groundnut,Chennai,4322
2022-06-01,groundnut,Ludhiana,4322
2022-06-01,mustard,Delhi,3786
2022-06-01,mustard,Kochi,3710
2022-06-01,mustard,Chennai,3710
2022-06-01,mustard,Ludhiana,3710
2022-06-01,coconut,Delhi,2584
2022-06-01,coconut,Kochi,2843
2022-06-01,coconut,Chennai,2533
2022-06-01,coconut,Ludhiana,2533
2022-06-01,rubber,Delhi,15435
2022-06-01,rubber,Kochi,16978
2022-06-01,rubber,Chennai,15126
2022-06-01,rubber,Ludhiana,15126
2022-06-01,pepper,Delhi,54955
2022-06-01,pepper,Kochi,60451
2022-06-01,pepper,Chennai,53856
2022-06-01,pepper,Ludhiana,53856
2022-06-01,cardamom,Delhi,99144
2022-06-01,cardamom,Kochi,109058
2022-06-01,cardamom,Chennai,97161
2022-06-01,cardamom,Ludhiana,97161
2022-06-01,banana,Delhi,2205
2022-06-01,banana,Kochi,2161
2022-06-01,banana,Chennai,2161
2022-06-01,banana,Ludhiana,2161
2022-06-01,tapioca,Delhi,1622
2022-06-01,tapioca,Kochi,1590
2022-06-01,tapioca,Chennai,1590
2022-06-01,tapioca,Ludhiana,1590
2022-06-01,turmeric,Delhi,6615
2022-06-01,turmeric,Kochi,6483
2022-06-01,turmeric,Chennai,6946
2022-06-01,turmeric,Ludhiana,6483
2022-07-01,wheat,Delhi,2205
2022-07-01,wheat,Kochi,2161
2022-07-01,wheat,Chennai,2161
2022-07-01,wheat,Ludhiana,2161
2022-07-01,rice,Delhi,2866
2022-07-01,rice,Kochi,2809
2022-07-01,rice,Chennai,2809
2022-07-01,rice,Ludhiana,2809
2022-07-01,maize,Delhi,1573
2022-07-01,maize,Kochi,1542
2022-07-01,maize,Chennai,1542
2022-07-01,maize,Ludhiana,1542
2022-07-01,gram,Delhi,4351
2022-07-01,gram,Kochi,4264
2022-07-01,gram,Chennai,4264
2022-07-01,gram,Ludhiana,4264
2022-07-01,cotton,Delhi,6180
2022-07-01,cotton,Kochi,6056
2022-07-01,cotton,Chennai,6056
2022-07-01,cotton,Ludhiana,6056
2022-07-01,soybean,Delhi,3664
2022-07-01,soybean,Kochi,3590
2022-07-01,soybean,Chennai,3590
2022-07-01,soybean,Ludhiana,3590
2022-07-01,groundnut,Delhi,4410
2022-07-01,groundnut,Kochi,4322
2022-07-01,groundnut,Chennai,4322
2022-07-01,groundnut,Ludhiana,4322
2022-07-01,mustard,Delhi,3786
2022-07-01,mustard,Kochi,3710
2022-07-01,mustard,Chennai,3710
2022-07-01,mustard,Ludhiana,3710
2022-07-01,coconut,Delhi,2584
2022-07-01,coconut,Kochi,2843
2022-07-01,coconut,Chennai,2533
2022-07-01,coconut,Ludhiana,2533
2022-07-01,rubber,Delhi,15435
2022-07-01,rubber,Kochi,16978
2022-07-01,rubber,Chennai,15126
2022-07-01,rubber,Ludhiana,15126
2022-07-01,pepper,Delhi,54955
2022-07-01,pepper,Kochi,60451
2022-07-01,pepper,Chennai,53856
2022-07-01,pepper,Ludhiana,53856
2022-07-01,cardamom,Delhi,99144
2022-07-01,cardamom,Kochi,109058
2022-07-01,cardamom,Chennai,97161
2022-07-01,cardamom,Ludhiana,97161
2022-07-01,banana,Delhi,2205
2022-07-01,banana,Kochi,2161
2022-07-01,banana,Chennai,2161
2022-07-01,banana,Ludhiana,2161
2022-07-01,tapioca,Delhi,1622
2022-07-01,tapioca,Kochi,1590
2022-07-01,tapioca,Chennai,1590
2022-07-01,tapioca,Ludhiana,1590
2022-07-01,turmeric,Delhi,6615
2022-07-01,turmeric,Kochi,6483
2022-07-01,turmeric,Chennai,6946
2022-07-01,turmeric,Ludhiana,6483
2022-08-01,wheat,Delhi,2205
2022-08-01,wheat,Kochi,2161
2022-08-01,wheat,Chennai,2161
2022-08-01,wheat,Ludhiana,2161
2022-08-01,rice,Delhi,2866
2022-08-01,rice,Kochi,2809
2022-08-01,rice,Chennai,2809
2022-08-01,rice,Ludhiana,2809
2022-08-01,maize,Delhi,1573
2022-08-01,maize,Kochi,1542
2022-08-01,maize,Chennai,1542
2022-08-01,maize,Ludhiana,1542
2022-08-01,gram,Delhi,4351
2022-08-01,gram,Kochi,4264
2022-08-01,gram,Chennai,4264
2022-08-01,gram,Ludhiana,4264
2022-08-01,cotton,Delhi,6180
2022-08-01,cotton,Kochi,6056
2022-08-01,cotton,Chennai,6056
2022-08-01,cotton,Ludhiana,6056
2022-08-01,soybean,Delhi,3664
2022-08-01,soybean,Kochi,3590
2022-08-01,soybean,Chennai,3590
2022-08-01,soybean,Ludhiana,3590
2022-08-01,groundnut,Delhi,4410
2022-08-01,groundnut,Kochi,4322
2022-08-01,groundnut,Chennai,4322
2022-08-01,groundnut,Ludhiana,4322
2022-08-01,mustard,Delhi,3786
2022-08-01,mustard,Kochi,3710
2022-08-01,mustard,Chennai,3710
2022-08-01,mustard,Ludhiana,3710
2022-08-01,coconut,Delhi,2584
2022-08-01,coconut,Kochi,2843
2022-08-01,coconut,Chennai,2533
2022-08-01,coconut,Ludhiana,2533
2022-08-01,rubber,Delhi,15435
2022-08-01,rubber,Kochi,16978
2022-08-01,rubber,Chennai,15126
2022-08-01,rubber,Ludhiana,15126
2022-08-01,pepper,Delhi,54955
2022-08-01,pepper,Kochi,60451
2022-08-01,pepper,Chennai,53856
2022-08-01,pepper,Ludhiana,53856
2022-08-01,cardamom,Delhi,99144
2022-08-01,cardamom,Kochi,109058
2022-08-01,cardamom,Chennai,97161
2022-08-01,cardamom,Ludhiana,97161
2022-08-01,banana,Delhi,2205
2022-08-01,banana,Kochi,2161
2022-08-01,banana,Chennai,2161
2022-08-01,banana,Ludhiana,2161
2022-08-01,tapioca,Delhi,1622
2022-08-01,tapioca,Kochi,1590
2022-08-01,tapioca,Chennai,1590
2022-08-01,tapioca,Ludhiana,1590
2022-08-01,turmeric,Delhi,6615
2022-08-01,turmeric,Kochi,6483
2022-08-01,turmeric,Chennai,6946
2022-08-01,turmeric,Ludhiana,6483
2022-09-01,wheat,Delhi,2205
2022-09-01,wheat,Kochi,2161
2022-09-01,wheat,Chennai,2161
2022-09-01,wheat,Ludhiana,2161
2022-09-01,rice,Delhi,2866
2022-09-01,rice,Kochi,2809
2022-09-01,rice,Chennai,2809
2022-09-01,rice,Ludhiana,2809
2022-09-01,maize,Delhi,1573
2022-09-01,maize,Kochi,1542
2022-09-01,maize,Chennai,1542
2022-09-01,maize,Ludhiana,1542
2022-09-01,gram,Delhi,4351
2022-09-01,gram,Kochi,4264
2022-09-01,gram,Chennai,4264
2022-09-01,gram,Ludhiana,4264
2022-09-01,cotton,Delhi,6180
2022-09-01,cotton,Kochi,6056
2022-09-01,cotton,Chennai,6056
2022-09-01,cotton,Ludhiana,6056
2022-09-01,soybean,Delhi,3664
2022-09-01,soybean,Kochi,3590
2022-09-01,soybean,Chennai,3590
2022-09-01,soybean,Ludhiana,3590
2022-09-01,groundnut,Delhi,4410
2022-09-01,groundnut,Kochi,4322
2022-09-01,groundnut,Chennai,4322
2022-09-01,groundnut,Ludhiana,4322
2022-09-01,mustard,Delhi,3786
2022-09-01,mustard,Kochi,3710
2022-09-01,mustard,Chennai,3710
2022-09-01,mustard,Ludhiana,3710
2022-09-01,coconut,Delhi,2584
2022-09-01,coconut,Kochi,2843
2022-09-01,coconut,Chennai,2533
2022-09-01,coconut,Ludhiana,2533
2022-09-01,rubber,Delhi,15435
2022-09-01,rubber,Kochi,16978
2022-09-01,rubber,Chennai,15126
2022-09-01,rubber,Ludhiana,15126
2022-09-01,pepper,Delhi,54955
2022-09-01,pepper,Kochi,60451
2022-09-01,pepper,Chennai,53856
2022-09-01,pepper,Ludhiana,53856
2022-09-01,cardamom,Delhi,99144
2022-09-01,cardamom,Kochi,109058
2022-09-01,cardamom,Chennai,97161
2022-09-01,cardamom,Ludhiana,97161
2022-09-01,banana,Delhi,2205
2022-09-01,banana,Kochi,2161
2022-09-01,banana,Chennai,2161
2022-09-01,banana,Ludhiana,2161
2022-09-01,tapioca,Delhi,1622
2022-09-01,tapioca,Kochi,1590
2022-09-01,tapioca,Chennai,1590
2022-09-01,tapioca,Ludhiana,1590
2022-09-01,turmeric,Delhi,6615
2022-09-01,turmeric,Kochi,6483
2022-09-01,turmeric,Chennai,6946
2022-09-01,turmeric,Ludhiana,6483
2022-10-01,wheat,Delhi,2205
2022-10-01,wheat,Kochi,2161
2022-10-01,wheat,Chennai,2161
2022-10-01,wheat,Ludhiana,2161
2022-10-01,rice,Delhi,2866
2022-10-01,rice,Kochi,2809
2022-10-01,rice,Chennai,2809
2022-10-01,rice,Ludhiana,2809
2022-10-01,maize,Delhi,1573
2022-10-01,maize,Kochi,1542
2022-10-01,maize,Chennai,1542
2022-10-01,maize,Ludhiana,1542
2022-10-01,gram,Delhi,4351
2022-10-01,gram,Kochi,4264
2022-10-01,gram,Chennai,4264
2022-10-01,gram,Ludhiana,4264
2022-10-01,cotton,Delhi,6180
2022-10-01,cotton,Kochi,6056
2022-10-01,cotton,Chennai,6056
2022-10-01,cotton,Ludhiana,6056
2022-10-01,soybean,Delhi,3664
2022-10-01,soybean,Kochi,3590
2022-10-01,soybean,Chennai,3590
2022-10-01,soybean,Ludhiana,3590
2022-10-01,groundnut,Delhi,4410
2022-10-01,groundnut,Kochi,4322
2022-10-01,groundnut,Chennai,4322
2022-10-01,groundnut,Ludhiana,4322
2022-10-01,mustard,Delhi,3786
2022-10-01,mustard,Kochi,3710
2022-10-01,mustard,Chennai,3710
2022-10-01,mustard,Ludhiana,3710
2022-10-01,coconut,Delhi,2584
2022-10-01,coconut,Kochi,2843
2022-10-01,coconut,Chennai,2533
2022-10-01,coconut,Ludhiana,2533
2022-10-01,rubber,Delhi,15435
2022-10-01,rubber,Kochi,16978
2022-10-01,rubber,Chennai,15126
2022-10-01,rubber,Ludhiana,15126
2022-10-01,pepper,Delhi,54955
2022-10-01,pepper,Kochi,60451
2022-10-01,pepper,Chennai,53856
2022-10-01,pepper,Ludhiana,53856
2022-10-01,cardamom,Delhi,99144
2022-10-01,cardamom,Kochi,109058
2022-10-01,cardamom,Chennai,97161
2022-10-01,cardamom,Ludhiana,97161
2022-10-01,banana,Delhi,2205
2022-10-01,banana,Kochi,2161
2022-10-01,banana,Chennai,2161
2022-10-01,banana,Ludhiana,2161
2022-10-01,tapioca,Delhi,1622
2022-10-01,tapioca,Kochi,1590
2022-10-01,tapioca,Chennai,1590
2022-10-01,tapioca,Ludhiana,1590
2022-10-01,turmeric,Delhi,6615
2022-10-01,turmeric,Kochi,6483
2022-10-01,turmeric,Chennai,6946
2022-10-01,turmeric,Ludhiana,6483
2022-11-01,wheat,Delhi,2205
2022-11-01,wheat,Kochi,2161
2022-11-01,wheat,Chennai,2161
2022-11-01,wheat,Ludhiana,2161
2022-11-01,rice,Delhi,2866
2022-11-01,rice,Kochi,2809
2022-11-01,rice,Chennai,2809
2022-11-01,rice,Ludhiana,2809
2022-11-01,maize,Delhi,1573
2022-11-01,maize,Kochi,1542
2022-11-01,maize,Chennai,1542
2022-11-01,maize,Ludhiana,1542
2022-11-01,gram,Delhi,4351
2022-11-01,gram,Kochi,4264
2022-11-01,gram,Chennai,4264
2022-11-01,gram,Ludhiana,4264
2022-11-01,cotton,Delhi,6180
2022-11-01,cotton,Kochi,6056
2022-11-01,cotton,Chennai,6056
2022-11-01,cotton,Ludhiana,6056
2022-11-01,soybean,Delhi,3664
2022-11-01,soybean,Kochi,3590
2022-11-01,soybean,Chennai,3590
2022-11-01,soybean,Ludhiana,3590
2022-11-01,groundnut,Delhi,4410
2022-11-01,groundnut,Kochi,4322
2022-11-01,groundnut,Chennai,4322
2022-11-01,groundnut,Ludhiana,4322
2022-11-01,mustard,Delhi,3786
2022-11-01,mustard,Kochi,3710
2022-11-01,mustard,Chennai,3710
2022-11-01,mustard,Ludhiana,3710
2022-11-01,coconut,Delhi,2584
2022-11-01,coconut,Kochi,2843
2022-11-01,coconut,Chennai,2533
2022-11-01,coconut,Ludhiana,2533
2022-11-01,rubber,Delhi,15435
2022-11-01,rubber,Kochi,16978
2022-11-01,rubber,Chennai,15126
2022-11-01,rubber,Ludhiana,15126
2022-11-01,pepper,Delhi,54955
2022-11-01,pepper,Kochi,60451
2022-11-01,pepper,Chennai,53856
2022-11-01,pepper,Ludhiana,53856
2022-11-01,cardamom,Delhi,99144
2022-11-01,cardamom,Kochi,109058
2022-11-01,cardamom,Chennai,97161
2022-11-01,cardamom,Ludhiana,97161
2022-11-01,banana,Delhi,2205
2022-11-01,banana,Kochi,2161
2022-11-01,banana,Chennai,2161
2022-11-01,banana,Ludhiana,2161
2022-11-01,tapioca,Delhi,1622
2022-11-01,tapioca,Kochi,1590
2022-11-01,tapioca,Chennai,1590
2022-11-01,tapioca,Ludhiana,1590
2022-11-01,turmeric,Delhi,6615
2022-11-01,turmeric,Kochi,6483
2022-11-01,turmeric,Chennai,6946
2022-11-01,turmeric,Ludhiana,6483
2022-12-01,wheat,Delhi,2205
2022-12-01,wheat,Kochi,2161
2022-12-01,wheat,Chennai,2161
2022-12-01,wheat,Ludhiana,2161
2022-12-01,rice,Delhi,2866
2022-12-01,rice,Kochi,2809
2022-12-01,rice,Chennai,2809
2022-12-01,rice,Ludhiana,2809
2022-12-01,maize,Delhi,1573
2022-12-01,maize,Kochi,1542
2022-12-01,maize,Chennai,1542
2022-12-01,maize,Ludhiana,1542
2022-12-01,gram,Delhi,4351
2022-12-01,gram,Kochi,4264
2022-12-01,gram,Chennai,4264
2022-12-01,gram,Ludhiana,4264
2022-12-01,cotton,Delhi,6180
2022-12-01,cotton,Kochi,6056
2022-12-01,cotton,Chennai,6056
2022-12-01,cotton,Ludhiana,6056
2022-12-01,soybean,Delhi,3664
2022-12-01,soybean,Kochi,3590
2022-12-01,soybean,Chennai,3590
2022-12-01,soybean,Ludhiana,3590
2022-12-01,groundnut,Delhi,4410
2022-12-01,groundnut,Kochi,4322
2022-12-01,groundnut,Chennai,4322
2022-12-01,groundnut,Ludhiana,4322
2022-12-01,mustard,Delhi,3786
2022-12-01,mustard,Kochi,3710
2022-12-01,mustard,Chennai,3710
2022-12-01,mustard,Ludhiana,3710
2022-12-01,coconut,Delhi,2584
2022-12-01,coconut,Kochi,2843
2022-12-01,coconut,Chennai,2533
2022-12-01,coconut,Ludhiana,2533
2022-12-01,rubber,Delhi,15435
2022-12-01,rubber,Kochi,16978
2022-12-01,rubber,Chennai,15126
2022-12-01,rubber,Ludhiana,15126
2022-12-01,pepper,Delhi,54955
2022-12-01,pepper,Kochi,60451
2022-12-01,pepper,Chennai,53856
2022-12-01,pepper,Ludhiana,53856
2022-12-01,cardamom,Delhi,99144
2022-12-01,cardamom,Kochi,109058
2022-12-01,cardamom,Chennai,97161
2022-12-01,cardamom,Ludhiana,97161
2022-12-01,banana,Delhi,2205
2022-12-01,banana,Kochi,2161
2022-12-01,banana,Chennai,2161
