date,crop,market,production_tons,price_per_ton,farm_count
2022-05-31,groundnut,Chennai,149,6566.43,26
2022-06-30,groundnut,Chennai,118,6493.55,21
2022-07-31,groundnut,Chennai,185,6320.33,16
2022-08-31,groundnut,Chennai,168,5956.88,12
2022-09-30,groundnut,Chennai,165,5845.88,19
2022-10-31,groundnut,Chennai,193,5951.37,11
2022-11-30,groundnut,Chennai,146,6138.25,12
2022-12-31,groundnut,Chennai,138,6535.11,25
2023-01-31,groundnut,Chennai,167,6604.62,11
2023-02-28,groundnut,Chennai,132,6934.36,19
2023-03-31,groundnut,Chennai,112,6998.05,15
2023-04-30,groundnut,Chennai,183,7015.7,20
2023-05-31,groundnut,Chennai,153,7031.55,16
2023-06-30,groundnut,Chennai,106,6868.66,24
2023-07-31,groundnut,Chennai,178,6503.83,15
2023-08-31,groundnut,Chennai,186,6488.49,29
2023-09-30,groundnut,Chennai,113,6483.09,18
2023-10-31,groundnut,Chennai,186,6667.46,29
2023-11-30,groundnut,Chennai,118,6707.67,21
2023-12-31,groundnut,Chennai,153,6936.02,28
2021-01-31,groundnut,Delhi,139,6199.86,15
2021-02-28,groundnut,Delhi,138,6474.08,10
2021-03-31,groundnut,Delhi,122,6695.0,23
2021-04-30,groundnut,Delhi,195,6779.44,17
2021-05-31,groundnut,Delhi,151,6481.22,28
2021-06-30,groundnut,Delhi,146,6573.83,23
2021-07-31,groundnut,Delhi,162,6327.88,19
2021-08-31,groundnut,Delhi,196,5902.46,26
2021-09-30,groundnut,Delhi,168,5911.6,18
2021-10-31,groundnut,Delhi,142,5967.92,15
2021-11-30,groundnut,Delhi,147,6254.09,20
2021-12-31,groundnut,Delhi,133,6418.21,16
2022-01-31,groundnut,Delhi,139,6567.11,26
2022-02-28,groundnut,Delhi,174,7105.65,10
2022-03-31,groundnut,Delhi,160,7129.91,14
2022-04-30,groundnut,Delhi,149,7154.74,18
2022-05-31,groundnut,Delhi,166,7064.4,27
2022-06-30,groundnut,Delhi,161,6749.23,11
2022-07-31,groundnut,Delhi,157,6677.43,20
2022-08-31,groundnut,Delhi,132,6552.64,15
2022-09-30,groundnut,Delhi,174,6381.14,17
2022-10-31,groundnut,Delhi,115,6516.52,13
2022-11-30,groundnut,Delhi,181,6577.45,27
2022-12-31,groundnut,Delhi,193,6932.34,20
2023-01-31,groundnut,Delhi,147,7285.91,14
2023-02-28,groundnut,Delhi,109,7531.31,24
2023-03-31,groundnut,Delhi,181,7499.21,27
2023-04-30,groundnut,Delhi,137,7623.01,11
2023-05-31,groundnut,Delhi,118,7711.64,20
2023-06-30,groundnut,Delhi,135,7288.43,22
2023-07-31,groundnut,Delhi,158,7120.35,13
2023-08-31,groundnut,Delhi,162,6952.61,16
2023-09-30,groundnut,Delhi,176,7078.76,20
2023-10-31,groundnut,Delhi,145,7153.02,13
2023-11-30,groundnut,Delhi,102,7331.45,24
2023-12-31,groundnut,Delhi,173,7452.68,10
2021-01-31,groundnut,Kochi,156,5175.69,17
2021-02-28,groundnut,Kochi,185,5668.67,20
2021-03-31,groundnut,Kochi,172,5625.36,18
2021-04-30,groundnut,Kochi,128,5934.39,24
2021-05-31,groundnut,Kochi,136,5785.82,10
2021-06-30,groundnut,Kochi,186,5628.25,10
2021-07-31,groundnut,Kochi,112,5516.36,28
2021-08-31,groundnut,Kochi,131,5265.11,12
2021-09-30,groundnut,Kochi,145,5165.15,19
2021-10-31,groundnut,Kochi,122,5212.06,17
2021-11-30,groundnut,Kochi,144,5229.52,24
2021-12-31,groundnut,Kochi,116,5459.52,19
2022-01-31,groundnut,Kochi,184,5720.05,10
2022-02-28,groundnut,Kochi,165,6028.57,27
2022-03-31,groundnut,Kochi,105,6595.44,11
2022-04-30,groundnut,Kochi,117,6479.79,28
2022-05-31,groundnut,Kochi,193,6137.0,22
2022-06-30,groundnut,Kochi,121,5954.34,10
2022-07-31,groundnut,Kochi,132,5911.6,11
2022-08-31,groundnut,Kochi,129,5732.61,25
2022-09-30,groundnut,Kochi,180,5649.57,24
2022-10-31,groundnut,Kochi,131,5623.98,22
2022-11-30,groundnut,Kochi,141,5826.34,25
2022-12-31,groundnut,Kochi,177,6154.22,26
2023-01-31,groundnut,Kochi,109,6437.85,16
2023-02-28,groundnut,Kochi,135,6465.41,26
2023-03-31,groundnut,Kochi,133,6811.78,16
2023-04-30,groundnut,Kochi,172,6756.77,22
2023-05-31,groundnut,Kochi,127,6736.41,14
2023-06-30,groundnut,Kochi,110,6811.2,26
2023-07-31,groundnut,Kochi,177,6330.52,12
2023-08-31,groundnut,Kochi,138,6104.93,16
2023-09-30,groundnut,Kochi,146,6189.11,26
2023-10-31,groundnut,Kochi,118,6247.26,16
2023-11-30,groundnut,Kochi,114,6467.7,10
2023-12-31,groundnut,Kochi,127,6785.69,26
2021-01-31,groundnut,Ludhiana,154,5877.77,16
2021-02-28,groundnut,Ludhiana,161,6106.33,18
2021-03-31,groundnut,Ludhiana,103,6210.36,15
2021-04-30,groundnut,Ludhiana,159,6574.01,26
2021-05-31,groundnut,Ludhiana,174,6337.46,25
2021-06-30,groundnut,Ludhiana,194,6242.63,12
2021-07-31,groundnut,Ludhiana,195,6050.86,13
2021-08-31,groundnut,Ludhiana,190,5816.85,19
2021-09-30,groundnut,Ludhiana,129,5749.63,14
2021-10-31,groundnut,Ludhiana,101,5772.58,19
2021-11-30,groundnut,Ludhiana,161,5790.17,21
2021-12-31,groundnut,Ludhiana,148,6233.29,19
2022-01-31,groundnut,Ludhiana,108,6351.87,22
2022-02-28,groundnut,Ludhiana,191,6694.79,20
2022-03-31,groundnut,Ludhiana,130,6811.76,25
2022-04-30,groundnut,Ludhiana,197,6837.97,17
2022-05-31,groundnut,Ludhiana,160,6926.53,17
2022-06-30,groundnut,Ludhiana,178,6948.78,17
2022-07-31,groundnut,Ludhiana,147,6377.23,22
2022-08-31,groundnut,Ludhiana,124,6349.42,11
2022-09-30,groundnut,Ludhiana,135,6112.09,21
2022-10-31,groundnut,Ludhiana,107,6198.42,19
2022-11-30,groundnut,Ludhiana,172,6564.65,21
2022-12-31,groundnut,Ludhiana,157,6564.08,20
2023-01-31,groundnut,Ludhiana,144,6845.44,24
2023-02-28,groundnut,Ludhiana,161,7228.62,25
2023-03-31,groundnut,Ludhiana,138,7451.13,26
2023-04-30,groundnut,Ludhiana,195,7438.27,11
2023-05-31,groundnut,Ludhiana,157,7304.96,27
2023-06-30,groundnut,Ludhiana,180,7066.09,21
2023-07-31,groundnut,Ludhiana,198,6922.43,28
2023-08-31,groundnut,Ludhiana,182,6394.92,27
2023-09-30,groundnut,Ludhiana,163,6571.85,26
2023-10-31,groundnut,Ludhiana,143,6739.63,15
2023-11-30,groundnut,Ludhiana,128,7046.15,24
2023-12-31,groundnut,Ludhiana,158,7423.98,12
2021-01-31,groundnut,Mumbai,153,6342.18,25
2021-02-28,groundnut,Mumbai,174,6679.63,28
2021-03-31,groundnut,Mumbai,129,6733.45,20
2021-04-30,groundnut,Mumbai,147,6863.56,23
2021-05-31,groundnut,Mumbai,134,6973.44,11
2021-06-30,groundnut,Mumbai,185,6661.39,14
2021-07-31,groundnut,Mumbai,137,6583.64,14
2021-08-31,groundnut,Mumbai,130,6194.39,28
2021-09-30,groundnut,Mumbai,177,6292.91,21
2021-10-31,groundnut,Mumbai,123,6091.99,27
2021-11-30,groundnut,Mumbai,148,6417.89,13
2021-12-31,groundnut,Mumbai,195,6683.3,26
2022-01-31,groundnut,Mumbai,199,6858.89,19
2022-02-28,groundnut,Mumbai,131,7269.31,29
2022-03-31,groundnut,Mumbai,154,7426.57,15
2022-04-30,groundnut,Mumbai,178,7401.44,23
2022-05-31,groundnut,Mumbai,157,7271.26,20
2022-06-30,groundnut,Mumbai,198,6990.33,20
2022-07-31,groundnut,Mumbai,102,6998.38,27
2022-08-31,groundnut,Mumbai,179,6621.41,27
2022-09-30,groundnut,Mumbai,168,6704.21,20
2022-10-31,groundnut,Mumbai,184,6723.13,21
2022-11-30,groundnut,Mumbai,109,7006.8,14
2022-12-31,groundnut,Mumbai,182,7191.23,18
2023-01-31,groundnut,Mumbai,124,7496.31,18
2023-02-28,groundnut,Mumbai,167,7860.53,19
2023-03-31,groundnut,Mumbai,160,7968.27,28
2023-04-30,groundnut,Mumbai,128,7973.52,10
2023-05-31,groundnut,Mumbai,118,7865.82,16
2023-06-30,groundnut,Mumbai,142,7459.12,13
2023-07-31,groundnut,Mumbai,165,7469.45,10
2023-08-31,groundnut,Mumbai,173,7297.53,24
2023-09-30,groundnut,Mumbai,160,7095.26,17
2023-10-31,groundnut,Mumbai,142,7274.58,21
2023-11-30,groundnut,Mumbai,124,7521.76,27
2023-12-31,groundnut,Mumbai,119,7811.55,24
2021-01-31,groundnut,Bangalore,194,5563.74,17
2021-02-28,groundnut,Bangalore,156,5792.62,20
2021-03-31,groundnut,Bangalore,107,6042.92,23
2021-04-30,groundnut,Bangalore,178,6088.0,17
2021-05-31,groundnut,Bangalore,194,5889.39,19
2021-06-30,groundnut,Bangalore,193,5726.19,16
2021-07-31,groundnut,Bangalore,119,5771.28,26
2021-08-31,groundnut,Bangalore,152,5532.8,13
2021-09-30,groundnut,Bangalore,111,5426.96,22
2021-10-31,groundnut,Bangalore,148,5403.69,13
2021-11-30,groundnut,Bangalore,116,5559.11,14
2021-12-31,groundnut,Bangalore,163,5892.64,13
2022-01-31,groundnut,Bangalore,141,6148.03,27
2022-02-28,groundnut,Bangalore,193,6490.2,15
2022-03-31,groundnut,Bangalore,128,6592.67,11
2022-04-30,groundnut,Bangalore,118,6600.28,20
2022-05-31,groundnut,Bangalore,110,6566.53,23
2022-06-30,groundnut,Bangalore,197,6277.97,14
2022-07-31,groundnut,Bangalore,149,6100.43,15
2022-08-31,groundnut,Bangalore,170,5970.65,19
2022-09-30,groundnut,Bangalore,157,5886.11,17
2022-10-31,groundnut,Bangalore,133,5913.83,23
2022-11-30,groundnut,Bangalore,119,5975.07,12
2022-12-31,groundnut,Bangalore,149,6460.08,21
2023-01-31,groundnut,Bangalore,187,6787.68,25
2023-02-28,groundnut,Bangalore,109,7126.71,26
2023-03-31,groundnut,Bangalore,131,7153.94,10
2023-04-30,groundnut,Bangalore,151,7117.05,19
2023-05-31,groundnut,Bangalore,114,6892.59,19
2023-06-30,groundnut,Bangalore,183,6936.88,11
2023-07-31,groundnut,Bangalore,102,6593.56,18
2023-08-31,groundnut,Bangalore,136,6430.62,22
2023-09-30,groundnut,Bangalore,139,6346.53,25
2023-10-31,groundnut,Bangalore,171,6442.19,27
2023-11-30,groundnut,Bangalore,139,6769.52,28
2023-12-31,groundnut,Bangalore,155,6897.86,21
2021-01-31,maize,Chennai,137,2048.21,10
2021-02-28,maize,Chennai,171,2336.18,10
2021-03-31,maize,Chennai,171,2565.39,24
2021-04-30,maize,Chennai,161,2435.3,22
2021-05-31,maize,Chennai,156,2560.83,26
2021-06-30,maize,Chennai,105,2515.74,17
2021-07-31,maize,Chennai,177,2207.43,27
2021-08-31,maize,Chennai,131,1865.59,22
2021-09-30,maize,Chennai,198,1877.85,23
2021-10-31,maize,Chennai,109,2060.65,17
2021-11-30,maize,Chennai,102,2162.34,17
2021-12-31,maize,Chennai,158,2289.54,24
2022-01-31,maize,Chennai,175,2698.71,22
2022-02-28,maize,Chennai,148,2849.46,16
2022-03-31,maize,Chennai,158,2905.14,14
2022-04-30,maize,Chennai,130,3037.87,26
2022-05-31,maize,Chennai,192,3203.4,25
2022-06-30,maize,Chennai,168,2834.19,11
2022-07-31,maize,Chennai,161,2614.07,27
2022-08-31,maize,Chennai,151,2422.9,26
2022-09-30,maize,Chennai,188,2560.09,16
2022-10-31,maize,Chennai,140,2587.07,22
2022-11-30,maize,Chennai,130,2835.77,27
2022-12-31,maize,Chennai,184,2880.53,23
2023-01-31,maize,Chennai,183,3233.82,27
2023-02-28,maize,Chennai,121,3310.68,22
2023-03-31,maize,Chennai,103,3757.45,20
2023-04-30,maize,Chennai,112,3500.13,25
2023-05-31,maize,Chennai,144,3515.57,26
2023-06-30,maize,Chennai,141,3177.95,17
2023-07-31,maize,Chennai,148,3009.89,28
2023-08-31,maize,Chennai,119,2827.56,29
2023-09-30,maize,Chennai,176,2811.14,24
2023-10-31,maize,Chennai,180,2920.08,18
2023-11-30,maize,Chennai,153,3145.87,29
2023-12-31,maize,Chennai,135,3583.33,19
2021-01-31,maize,Delhi,185,2156.71,23
2021-02-28,maize,Delhi,189,2530.75,22
2021-03-31,maize,Delhi,148,2583.45,11
2021-04-30,maize,Delhi,142,2909.36,12
2021-05-31,maize,Delhi,135,2710.98,19
2021-06-30,maize,Delhi,157,2700.56,18
2021-07-31,maize,Delhi,112,2369.49,29
2021-08-31,maize,Delhi,151,2001.41,17
2021-09-30,maize,Delhi,157,2096.21,19
2021-10-31,maize,Delhi,131,2098.88,28
2021-11-30,maize,Delhi,180,2325.76,12
2021-12-31,maize,Delhi,199,2651.34,14
2022-01-31,maize,Delhi,159,2994.81,12
2022-02-28,maize,Delhi,182,3172.53,25
2022-03-31,maize,Delhi,157,3303.39,26
2022-04-30,maize,Delhi,198,3187.59,24
2022-05-31,maize,Delhi,155,3267.31,12
2022-06-30,maize,Delhi,127,3083.08,21
2022-07-31,maize,Delhi,100,2818.55,18
2022-08-31,maize,Delhi,141,2716.19,21
2022-09-30,maize,Delhi,181,2681.87,24
2022-10-31,maize,Delhi,147,2542.63,11
2022-11-30,maize,Delhi,139,2730.49,27
2022-12-31,maize,Delhi,196,3082.51,29
2023-01-31,maize,Delhi,162,3342.74,21
2023-02-28,maize,Delhi,175,3498.22,13
2023-03-31,maize,Delhi,171,3710.1,25
2023-04-30,maize,Delhi,187,3693.67,25
2023-05-31,maize,Delhi,179,3814.74,10
2023-06-30,maize,Delhi,103,3657.96,11
2023-07-31,maize,Delhi,137,3159.23,12
2023-08-31,maize,Delhi,126,3165.89,29
2023-09-30,maize,Delhi,108,3159.28,26
2023-10-31,maize,Delhi,115,3024.76,29
2023-11-30,maize,Delhi,155,3416.79,10
2023-12-31,maize,Delhi,175,3953.35,29
2021-01-31,maize,Kochi,100,1893.73,15
2021-02-28,maize,Kochi,164,2014.24,14
2021-03-31,maize,Kochi,162,2504.05,26
2021-04-30,maize,Kochi,153,2365.59,11
2021-05-31,maize,Kochi,141,2367.81,24
2021-06-30,maize,Kochi,120,2307.39,14
2021-07-31,maize,Kochi,178,2124.61,29
2021-08-31,maize,Kochi,180,1805.24,15
2021-09-30,maize,Kochi,121,1755.36,15
2021-10-31,maize,Kochi,137,1861.76,27
2021-11-30,maize,Kochi,198,2022.87,27
2021-12-31,maize,Kochi,179,2320.89,13
2022-01-31,maize,Kochi,107,2694.51,26
2022-02-28,maize,Kochi,161,2867.1,23
2022-03-31,maize,Kochi,146,2953.85,23
2022-04-30,maize,Kochi,116,3116.25,22
2022-05-31,maize,Kochi,116,2993.78,16
2022-06-30,maize,Kochi,189,2812.23,21
2022-07-31,maize,Kochi,112,2556.13,24
2022-08-31,maize,Kochi,116,2261.68,28
2022-09-30,maize,Kochi,137,2166.87,20
2022-10-31,maize,Kochi,180,2314.76,24
2022-11-30,maize,Kochi,177,2528.78,21
2022-12-31,maize,Kochi,144,2728.49,12
2023-01-31,maize,Kochi,105,3146.59,26
2023-02-28,maize,Kochi,134,3570.42,12
2023-03-31,maize,Kochi,113,3335.33,28
2023-04-30,maize,Kochi,171,3575.13,29
2023-05-31,maize,Kochi,160,3387.3,13
2023-06-30,maize,Kochi,114,3232.74,12
2023-07-31,maize,Kochi,153,2925.7,25
2023-08-31,maize,Kochi,126,2796.68,21
2023-09-30,maize,Kochi,112,2784.88,17
2023-10-31,maize,Kochi,130,2843.82,26
2023-11-30,maize,Kochi,134,2948.64,16
2023-12-31,maize,Kochi,159,3376.61,20
2021-01-31,maize,Ludhiana,162,2093.59,14
2021-02-28,maize,Ludhiana,166,2452.3,24
2021-03-31,maize,Ludhiana,110,2646.81,29
2021-04-30,maize,Ludhiana,142,2892.3,11
2021-05-31,maize,Ludhiana,116,2512.58,22
2021-06-30,maize,Ludhiana,195,2561.22,25
2021-07-31,maize,Ludhiana,103,2241.76,24
2021-08-31,maize,Ludhiana,162,2011.9,19
2021-09-30,maize,Ludhiana,167,1937.39,23
2021-10-31,maize,Ludhiana,180,1995.71,19
2021-11-30,maize,Ludhiana,140,2147.56,23
2021-12-31,maize,Ludhiana,182,2244.01,18
2022-01-31,maize,Ludhiana,104,2649.46,23
2022-02-28,maize,Ludhiana,131,3014.23,12
2022-03-31,maize,Ludhiana,185,3087.84,29
2022-04-30,maize,Ludhiana,169,3118.84,25
2022-05-31,maize,Ludhiana,134,2921.5,11
2022-06-30,maize,Ludhiana,121,2895.27,19
2022-07-31,maize,Ludhiana,164,2623.45,12
2022-08-31,maize,Ludhiana,183,2454.49,20
2022-09-30,maize,Ludhiana,121,2442.5,20
2022-10-31,maize,Ludhiana,110,2464.49,22
2022-11-30,maize,Ludhiana,176,2597.26,16
2022-12-31,maize,Ludhiana,102,2784.85,26
2023-01-31,maize,Ludhiana,108,3334.49,11
2023-02-28,maize,Ludhiana,159,3637.63,21
2023-03-31,maize,Ludhiana,175,3670.09,19
2023-04-30,maize,Ludhiana,186,3690.33,27
2023-05-31,maize,Ludhiana,113,3594.17,20
2023-06-30,maize,Ludhiana,196,3545.56,25
2023-07-31,maize,Ludhiana,117,3012.0,26
2023-08-31,maize,Ludhiana,172,2969.84,28
2023-09-30,maize,Ludhiana,122,2799.73,27
2023-10-31,maize,Ludhiana,173,3110.22,12
2023-11-30,maize,Ludhiana,182,3286.3,25
2023-12-31,maize,Ludhiana,146,3620.3,15
2021-01-31,maize,Mumbai,101,2230.86,20
2021-02-28,maize,Mumbai,121,2703.82,14
2021-03-31,maize,Mumbai,195,2908.34,13
2021-04-30,maize,Mumbai,115,2823.08,21
2021-05-31,maize,Mumbai,117,2984.54,11
2021-06-30,maize,Mumbai,168,2534.58,22
2021-07-31,maize,Mumbai,153,2755.24,19
2021-08-31,maize,Mumbai,199,2436.14,18
2021-09-30,maize,Mumbai,129,2127.12,19
2021-10-31,maize,Mumbai,144,2228.48,16
2021-11-30,maize,Mumbai,118,2197.56,13
2021-12-31,maize,Mumbai,186,2601.79,28
2022-01-31,maize,Mumbai,133,2885.2,19
2022-02-28,maize,Mumbai,112,3102.64,12
2022-03-31,maize,Mumbai,142,3328.67,28
2022-04-30,maize,Mumbai,161,3373.62,11
2022-05-31,maize,Mumbai,192,3233.94,29
2022-06-30,maize,Mumbai,199,3075.78,19
2022-07-31,maize,Mumbai,121,2794.23,11
2022-08-31,maize,Mumbai,151,2838.62,11
2022-09-30,maize,Mumbai,151,2576.47,26
2022-10-31,maize,Mumbai,135,2602.27,25
2022-11-30,maize,Mumbai,172,2998.04,25
2022-12-31,maize,Mumbai,118,3233.4,23
2023-01-31,maize,Mumbai,137,3584.71,16
2023-02-28,maize,Mumbai,169,3853.95,20
2023-03-31,maize,Mumbai,178,4103.51,10
2023-04-30,maize,Mumbai,156,3901.3,20
2023-05-31,maize,Mumbai,119,3648.13,13
2023-06-30,maize,Mumbai,108,3614.78,16
2023-07-31,maize,Mumbai,131,3301.87,24
2023-08-31,maize,Mumbai,103,3115.53,27
2023-09-30,maize,Mumbai,149,3181.92,21
2023-10-31,maize,Mumbai,181,3360.56,26
2023-11-30,maize,Mumbai,104,3417.09,10
2023-12-31,maize,Mumbai,119,3927.44,20
2021-01-31,maize,Bangalore,130,2066.34,27
2021-02-28,maize,Bangalore,156,2226.88,15
2021-03-31,maize,Bangalore,177,2584.65,12
2021-04-30,maize,Bangalore,165,2588.46,22
2021-05-31,maize,Bangalore,128,2543.4,25
2021-06-30,maize,Bangalore,114,2520.7,14
2021-07-31,maize,Bangalore,111,2302.49,13
2021-08-31,maize,Bangalore,127,2174.95,17
2021-09-30,maize,Bangalore,183,2045.42,28
2021-10-31,maize,Bangalore,123,1981.97,23
2021-11-30,maize,Bangalore,120,1865.61,16
2021-12-31,maize,Bangalore,109,2478.51,23
2022-01-31,maize,Bangalore,177,2695.36,15
2022-02-28,maize,Bangalore,117,2809.53,21
2022-03-31,maize,Bangalore,187,3148.42,25
2022-04-30,maize,Bangalore,113,3026.59,26
2022-05-31,maize,Bangalore,133,3108.97,22
2022-06-30,maize,Bangalore,157,2729.96,23
2022-07-31,maize,Bangalore,175,2557.59,16
2022-08-31,maize,Bangalore,121,2523.88,23
2022-09-30,maize,Bangalore,169,2476.97,24
2022-10-31,maize,Bangalore,135,2457.02,21
2022-11-30,maize,Bangalore,144,2585.27,26
2022-12-31,maize,Bangalore,135,2684.95,18
2023-01-31,maize,Bangalore,121,3183.36,24
2023-02-28,maize,Bangalore,177,3515.69,21
2023-03-31,maize,Bangalore,179,3578.08,11
2023-04-30,maize,Bangalore,160,3614.65,14
2023-05-31,maize,Bangalore,199,3475.33,22
2023-06-30,maize,Bangalore,155,3255.51,29
2023-07-31,maize,Bangalore,188,3076.36,17
2023-08-31,maize,Bangalore,195,2884.02,23
2023-09-30,maize,Bangalore,132,3016.26,24
2023-10-31,maize,Bangalore,144,2753.35,20
2023-11-30,maize,Bangalore,135,3146.11,10
2023-12-31,maize,Bangalore,119,3412.97,12
2021-01-31,mustard,Chennai,112,4870.25,15
2021-02-28,mustard,Chennai,112,5223.52,11
2021-03-31,mustard,Chennai,159,5528.5,20
2021-04-30,mustard,Chennai,156,5598.02,28
2021-05-31,mustard,Chennai,185,5649.56,15
2021-06-30,mustard,Chennai,191,5707.83,23
2021-07-31,mustard,Chennai,151,5222.24,29
2021-08-31,mustard,Chennai,152,4921.94,15
2021-09-30,mustard,Chennai,185,5024.92,26
2021-10-31,mustard,Chennai,142,4731.36,19
2021-11-30,mustard,Chennai,182,4898.76,10
2021-12-31,mustard,Chennai,171,5236.23,12
2022-01-31,mustard,Chennai,171,5575.28,17
2022-02-28,mustard,Chennai,141,5824.2,17
2022-03-31,mustard,Chennai,189,6072.38,29
2022-04-30,mustard,Chennai,125,6157.8,24
2022-05-31,mustard,Chennai,122,6154.01,16
2022-06-30,mustard,Chennai,142,5870.71,20
2022-07-31,mustard,Chennai,176,5582.22,16
2022-08-31,mustard,Chennai,127,5554.35,13
2022-09-30,mustard,Chennai,108,5287.91,21
2022-10-31,mustard,Chennai,119,5261.21,15
2022-11-30,mustard,Chennai,155,5734.48,23
2022-12-31,mustard,Chennai,182,6010.62,21
2023-01-31,mustard,Chennai,138,6125.03,20
2023-02-28,mustard,Chennai,150,6422.43,28
2023-03-31,mustard,Chennai,111,6518.07,14
2023-04-30,mustard,Chennai,178,6649.57,23
2023-05-31,mustard,Chennai,194,6667.1,25
2023-06-30,mustard,Chennai,154,6357.96,22
2023-07-31,mustard,Chennai,177,6172.34,29
2023-08-31,mustard,Chennai,110,5993.26,13
2023-09-30,mustard,Chennai,125,5871.92,20
2023-10-31,mustard,Chennai,141,6082.32,26
2023-11-30,mustard,Chennai,126,6275.2,16
2023-12-31,mustard,Chennai,110,6643.94,23
2021-01-31,mustard,Delhi,135,5402.15,10
2021-02-28,mustard,Delhi,149,5654.2,22
2021-03-31,mustard,Delhi,142,6169.43,15
2021-04-30,mustard,Delhi,126,6153.03,15
2021-05-31,mustard,Delhi,131,6165.8,21
2021-06-30,mustard,Delhi,177,5755.25,17
2021-07-31,mustard,Delhi,117,5818.99,28
2021-08-31,mustard,Delhi,127,5453.96,14
2021-09-30,mustard,Delhi,128,5302.47,27
2021-10-31,mustard,Delhi,115,5383.9,14
2021-11-30,mustard,Delhi,198,5439.86,19
2021-12-31,mustard,Delhi,146,5795.57,10
2022-01-31,mustard,Delhi,158,6089.93,19
2022-02-28,mustard,Delhi,130,6492.15,14
2022-03-31,mustard,Delhi,103,6726.86,21
2022-04-30,mustard,Delhi,136,6778.47,16
2022-05-31,mustard,Delhi,116,6320.66,18
2022-06-30,mustard,Delhi,138,6268.07,21
2022-07-31,mustard,Delhi,147,5910.92,10
2022-08-31,mustard,Delhi,145,5833.53,20
2022-09-30,mustard,Delhi,189,5804.73,24
2022-10-31,mustard,Delhi,147,5965.53,11
2022-11-30,mustard,Delhi,138,6061.89,29
2022-12-31,mustard,Delhi,103,6347.23,16
2023-01-31,mustard,Delhi,129,6722.44,21
2023-02-28,mustard,Delhi,129,6791.41,27
2023-03-31,mustard,Delhi,121,7025.9,12
2023-04-30,mustard,Delhi,174,7066.55,16
2023-05-31,mustard,Delhi,165,6973.65,20
2023-06-30,mustard,Delhi,111,6795.37,27
2023-07-31,mustard,Delhi,193,6718.84,21
2023-08-31,mustard,Delhi,135,6502.12,15
2023-09-30,mustard,Delhi,117,6295.0,14
2023-10-31,mustard,Delhi,189,6447.86,10
2023-11-30,mustard,Delhi,152,6667.75,21
2023-12-31,mustard,Delhi,170,6948.58,20
2021-01-31,mustard,Kochi,144,4782.58,24
2021-02-28,mustard,Kochi,107,5170.14,14
2021-03-31,mustard,Kochi,186,5390.16,20
2021-04-30,mustard,Kochi,115,5322.13,27
2021-05-31,mustard,Kochi,176,5465.63,22
2021-06-30,mustard,Kochi,166,5202.52,20
2021-07-31,mustard,Kochi,108,5086.44,23
2021-08-31,mustard,Kochi,159,4813.48,27
2021-09-30,mustard,Kochi,177,4480.93,28
2021-10-31,mustard,Kochi,176,4814.91,24
2021-11-30,mustard,Kochi,170,4792.83,18
2021-12-31,mustard,Kochi,114,5103.42,17
2022-01-31,mustard,Kochi,170,5219.16,29
2022-02-28,mustard,Kochi,197,5686.64,10
2022-03-31,mustard,Kochi,140,5935.82,13
2022-04-30,mustard,Kochi,121,6073.85,23
2022-05-31,mustard,Kochi,123,5937.15,11
2022-06-30,mustard,Kochi,143,5667.01,25
2022-07-31,mustard,Kochi,100,5233.97,12
2022-08-31,mustard,Kochi,109,5216.12,17
2022-09-30,mustard,Kochi,179,5060.43,15
2022-10-31,mustard,Kochi,171,5197.97,25
2022-11-30,mustard,Kochi,155,5242.26,25
2022-12-31,mustard,Kochi,188,5625.42,16
2023-01-31,mustard,Kochi,149,5902.54,22
2023-02-28,mustard,Kochi,111,6157.53,22
2023-03-31,mustard,Kochi,188,6305.94,14
2023-04-30,mustard,Kochi,180,6353.32,29
2023-05-31,mustard,Kochi,159,6272.51,27
2023-06-30,mustard,Kochi,125,5787.83,24
2023-07-31,mustard,Kochi,177,5581.13,27
2023-08-31,mustard,Kochi,140,5627.42,11
2023-09-30,mustard,Kochi,135,5602.16,19
2023-10-31,mustard,Kochi,122,5742.9,22
2023-11-30,mustard,Kochi,142,5877.93,27
2023-12-31,mustard,Kochi,105,6250.95,24
2021-01-31,mustard,Ludhiana,156,5160.25,27
2021-02-28,mustard,Ludhiana,122,5418.09,18
2021-03-31,mustard,Ludhiana,190,5826.28,15
2021-04-30,mustard,Ludhiana,144,5843.24,20
2021-05-31,mustard,Ludhiana,143,5789.11,15
2021-06-30,mustard,Ludhiana,181,5740.79,15
2021-07-31,mustard,Ludhiana,187,5309.59,22
2021-08-31,mustard,Ludhiana,146,5085.89,20
2021-09-30,mustard,Ludhiana,139,5073.35,23
2021-10-31,mustard,Ludhiana,150,5248.03,11
2021-11-30,mustard,Ludhiana,141,5232.25,17
2021-12-31,mustard,Ludhiana,106,5705.66,12
2022-01-31,mustard,Ludhiana,149,5973.67,12
2022-02-28,mustard,Ludhiana,147,6164.41,10
2022-03-31,mustard,Ludhiana,183,6359.5,28
2022-04-30,mustard,Ludhiana,190,6408.52,27
2022-05-31,mustard,Ludhiana,105,6313.08,26
2022-06-30,mustard,Ludhiana,190,6074.97,29
2022-07-31,mustard,Ludhiana,108,5863.39,22
2022-08-31,mustard,Ludhiana,156,5595.89,12
2022-09-30,mustard,Ludhiana,130,5398.67,10
2022-10-31,mustard,Ludhiana,120,5784.88,13
